fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Aug,27,RAJASTHAN,2731,BARAN,2898091,209.341280395037,31,368,1046.700801619,1517,5,17592,3424490,754542,81842,945083,115855,141.35065,8356.922664619,107645,149286,178751,403680,251,272477,606440,19109,7168.871213,2091577,71,10.98,60.22,99.96,NA
2024-2025,April,27,RAJASTHAN,2711,DAUSA,239435,485.56491917122,11,5,43.19056,60,44,6775,35136,10503,48590,6780,69501,26.38835,240.187,3077,3358,120929,224868,0,214477,383739,6835,170.60809,30347,53,18.22,68.92,100,NA
2024-2025,April,27,RAJASTHAN,2715,JODHPUR,1046442,749.667179816845,10,45,478.49414,94,31,24685,177336,35094,162263,5319,31175,92.44955,1900.37348,16301,18392,437453,904638,0,586772,1211928,24779,1329.42979,129612,69,17.78,58.22,100,NA
2024-2025,April,27,RAJASTHAN,2721,AJMER,1233091,367.172846816778,9,56,453.74746,221,14,17665,204337,31238,114665,2899,23498,48.38318,1252.40062,21419,22426,408139,732521,0,488699,873821,17886,750.26998,170210,19,22.04,48.91,100,NA
2024-2025,April,27,RAJASTHAN,2722,TONK,499206,272.471184940874,17,38,157.81958,142,3,15451,124310,28970,90519,36406,67836,30.96396,527.49247,7110,10480,190161,422109,0,294548,654392,15593,338.70893,67624,78,66.23,15.25,100,NA
2024-2025,April,27,RAJASTHAN,2723,BUNDI,382840,613.932429913422,11,21,29.5748296,270,10,9229,67916,13804,73826,18155,94441,26.99895,473.5321287,5769,6564,160679,369038,0,242433,555419,9499,416.9583491,42801,48,29.17,16.78,100,NA
2024-2025,April,27,RAJASTHAN,2703,BIKANER,973635,466.682918663774,15,88,325.38432,231,23,23818,494048,165061,202913,4098,4323,37.7072,2668.729146,31040,43308,295177,558200,0,405975,765566,24049,2305.637626,249188,43,36.61,24.11,100,NA
2024-2025,April,27,RAJASTHAN,2714,NAGAUR,1447882,641.704318320067,12,147,803.62313,1020,9,24956,535926,144569,307802,1660,2497,79.4564,4322.139815,44340,50828,510525,1101276,0,640072,1372113,25976,3439.060285,386496,39,8.24,54.35,100,NA
2024-2025,April,27,RAJASTHAN,2718,JALORE,728157,381.989100384672,11,98,293.50483,598,10,13465,286478,81418,115019,26131,57908,32.44653,1420.266095,25371,27928,228220,448562,0,328862,643562,14063,1094.314735,228410,60,25.26,48.14,100,NA
2024-2025,April,27,RAJASTHAN,2721,AJMER,1233091,303.531933026388,10,105,453.74746,232,6,17671,384868,56600,114680,8732,23508,48.38318,1670.32792,37225,39174,408208,732602,0,488745,873872,17903,1168.19728,317931,20,28.21,46.07,100,NA
2024-2025,April,27,RAJASTHAN,2723,BUNDI,382840,577.394437061878,11,31,29.5748296,365,4,9137,95721,19050,73860,26689,94581,26.99895,609.2615087,8180,9288,160780,369214,0,242429,555355,9502,552.6877291,62408,48,31.21,18.89,100,NA
2024-2025,April,27,RAJASTHAN,2725,RAJSAMAND,988782,367.430123918743,9,104,185.28443,419,2,8406,173178,31190,64804,39193,60874,45.98492,867.57749,18652,19350,197301,364385,0,247892,449944,8825,636.30814,144734,27,26.55,60.38,100,NA
2024-2025,April,27,RAJASTHAN,2726,UDAIPUR,1711470,323.591359433499,10,183,479.6205576,6944,18,27899,801834,24533,28487,594692,545078,105.07193,3179.3580286,74245,81344,373056,765562,0,561525,1136843,34843,2594.665541,568153,59,19.21,41.36,100,NA
2024-2025,April,27,RAJASTHAN,2729,CHITTORGARH,735811,381.199028113369,9,47,70.34726,197,13,7795,148577,30013,66587,37614,67308,46.13186,682.8532,15156,16741,171846,332722,0,283877,532283,7992,566.37408,111447,47,28.95,51.92,100,NA
2024-2025,April,27,RAJASTHAN,2730,KOTA,652751,332.613400336877,9,52,55.63758,65,2,7234,89647,24536,67325,9803,42774,26.90782,380.723335,9400,10141,119010,241581,0,164352,325417,7299,298.177935,70859,41,17.97,36.93,100,NA
2024-2025,April,27,RAJASTHAN,2731,BARAN,625366,332.92736481352,12,27,64.61473,84,15,13900,131596,26043,79826,38950,111738,44.85872,547.592545,10556,12938,173348,391427,0,270591,602230,13984,438.119095,85336,65,7.35,66.23,100,NA
2024-2025,April,27,RAJASTHAN,2705,JHUNJHUNU,242198,475.081513634427,9,16,77.05657,1,19,5807,37552,17551,69821,1173,4668,26.70628,282.16546,4007,4224,83655,164945,0,191811,361912,5808,178.40261,24046,50,27.78,49.31,100,NA
2024-2025,April,27,RAJASTHAN,2710,SAWAI MADHOPUR,341214,202.91868524473,13,13,56.63864,186,51,8902,41985,10634,78699,8347,83366,29.72672,171.56077,3059,4041,161845,340851,0,264799,557653,9088,85.19541,24722,70,34.54,33.18,100,NA
2024-2025,April,27,RAJASTHAN,2711,DAUSA,239435,432.417682886186,11,13,43.19056,60,43,6787,60010,15944,48602,15607,69562,26.38835,329.0727615,5319,5879,121013,225018,0,214492,383778,6847,259.4938515,49490,53,25.79,56.65,100,NA
2024-2025,April,27,RAJASTHAN,2720,PALI,835152,307.552171777949,9,65,183.02724,1353,7,9860,185309,36185,136745,17152,56098,43.5068,796.455894,20516,21295,271980,596491,0,400351,863464,11213,569.921854,155475,34,8.86,45.5,100,NA
2024-2025,April,27,RAJASTHAN,2723,BUNDI,382840,566.898883400801,11,29,29.5748296,343,6,9159,93131,18504,73871,26127,94588,26.99895,584.5323787,7965,9067,160791,369272,0,242441,555416,9502,527.9585991,60788,48,31.49,18.62,100,NA
2024-2025,April,27,RAJASTHAN,2703,BIKANER,973635,788.514826098344,15,31,325.38432,197,32,23802,145082,48172,202753,991,4318,37.7072,1507.0846,9186,12681,294795,557545,0,405969,765568,23999,1143.99308,69831,43,38.67,27.5,100,NA
2024-2025,April,27,RAJASTHAN,2708,DHOLPUR,294183,1154.23289998523,15,7,61.99498,87,22,5896,13538,4891,82546,2345,22457,19.48471,237.73974,876,1209,116079,236069,0,206959,412487,5983,156.26005,7471,44,66.81,28.6,100,NA
2024-2025,April,27,RAJASTHAN,2727,DUNGARPUR,1569949,566.319266029187,10,190,332.07105,10,23,30310,141913,6329,20537,90951,515686,44.09855,1179.85026,13230,15353,358473,711850,0,403143,791548,30320,803.68066,101977,29,13.95,58.39,100,NA
2024-2025,April,27,RAJASTHAN,2730,KOTA,652751,405.579559402046,8,17,55.63758,64,3,7232,31775,9503,67273,3355,42760,26.90782,211.418305,3638,3899,118923,241382,0,164337,325344,7296,128.872905,25901,41,18.23,30.23,100,NA
2024-2025,April,27,RAJASTHAN,2701,SRI GANGANAGAR,398669,557.052747728558,10,35,235.10418,275,0,13689,143191,84854,256937,564,1448,50.69844,1083.45202,13689,14927,257630,488695,0,318560,595398,13964,797.6494,102499,48,66.83,4.39,100,NA
2024-2025,April,27,RAJASTHAN,2707,BHARATPUR,370746,2176.42337439129,9,17,30.91092,26,210,6904,3491,1334,102530,155,7888,27.61766,134.50752,356,385,170360,370283,0,377377,792891,6930,75.97894,2469,43,1.3,66.63,100,NA
2024-2025,April,27,RAJASTHAN,2713,SIKAR,314176,1117.9655613825,11,12,184.86439,71,16,9410,24217,6965,85245,583,10872,21.03686,476.63897,2170,2400,119658,229712,0,310332,578741,9481,270.73772,16067,57,51.59,32.94,100,NA
2024-2025,April,27,RAJASTHAN,2718,JALORE,728157,2910.02362019357,9,14,293.50483,433,12,13620,19115,4217,114848,2062,57856,32.44653,882.202375,2022,2186,227898,447931,0,328825,643515,14053,556.251015,15038,60,38.62,43.7,100,NA
2024-2025,April,27,RAJASTHAN,2720,PALI,835152,1503.22215191452,6,20,182.51104,846,9,10343,24053,6516,136705,1010,56092,43.5068,587.5878642,3702,3824,271768,596103,0,400345,863487,11189,361.5700242,20324,34,16.39,42.68,100,NA
2024-2025,April,27,RAJASTHAN,2721,AJMER,1233091,1044.7692156978,7,8,453.74746,173,16,17706,51039,8073,114695,1518,23554,48.38318,1035.3704,6465,6820,408057,732835,0,488655,874300,17879,533.23976,41881,19,25.46,46.28,100,NA
2024-2025,April,27,RAJASTHAN,2728,BANSWARA,2670329,1970.62011923914,10,40,179.06025,840,52,39116,52835,1235,29209,40140,619090,74.37841,1294.6158,4995,6650,379140,758172,0,424300,837949,39956,1041.17714,30465,55,44.36,42,100,NA
2024-2025,April,27,RAJASTHAN,2729,CHITTORGARH,735811,1918.47313398416,7,5,70.34726,155,21,7817,13009,2475,66496,3580,67249,46.13186,366.05329,1848,2004,171654,332370,0,283840,532240,7972,249.57417,10376,47,13.85,49.1,100,NA
2024-2025,April,27,RAJASTHAN,2711,DAUSA,239435,816.580146460537,11,4,43.19056,59,44,6776,20893,5710,48563,5235,69490,26.38835,240.187,1824,2014,120880,224788,0,214477,383739,6835,170.60809,17450,53,18.33,62.03,100,NA
2024-2025,April,27,RAJASTHAN,2716,JAISALMER,391778,1330.87513446644,17,11,357.0951,487,23,18461,37184,4450,39230,1861,15255,25.56544,877.53315,2135,3044,142870,253579,0,162428,287058,18948,494.87261,20833,32,28.8,46.99,0,NA
2024-2025,April,27,RAJASTHAN,2724,BHILWARA,1642637,1809.35290670833,11,12,167.22061,213,29,34251,56318,9737,148162,19556,91389,68.33489,1254.54687,4872,5769,471094,838095,0,526413,926980,34464,1018.99137,39680,38,35.36,37.4,100,NA
2024-2025,Aug,27,RAJASTHAN,2702,HANUMANGARH,3859470,196.853401288544,27,310,813.792626825,2031,0,10040,3888885,1787369,174395,12945,1310,186.79203,8655.987051525,139143,151134,209951,438038,16,288692,596456,12071,7655.4023947,2603864,28,52.82,8.47,99.8,NA
2024-2025,Aug,27,RAJASTHAN,2704,CHURU,3145720,191.535890647137,35,292,3782.177153082,2146,0,15683,5060023,1699090,158643,51614,4867,78.76037,13552.697643082,142434,176066,261753,521276,26,365060,716808,17829,9691.76012,3245592,59,52.24,34.72,99.85,NA
2024-2025,Aug,27,RAJASTHAN,2708,DHOLPUR,1730411,235.912881046028,22,137,628.926691201,592,0,5741,680364,259961,83395,81736,22640,53.29063,2287.283635201,30435,36705,117262,238674,7,207334,413468,6333,1605.066314,422737,44,28.42,45.4,99.92,NA
2024-2025,Aug,27,RAJASTHAN,2711,DAUSA,1828161,202.711884791091,23,134,377.591882456,675,6,6766,987441,236162,49560,304568,71475,75.39152,2454.643664756,41723,46860,123496,230194,2,215695,386672,7441,2001.6602623,828994,53,18.25,64.1,99.83,NA
2024-2025,Aug,27,RAJASTHAN,2714,NAGAUR,7989110,221.480668561672,35,962,7819.685064901,4186,2,23399,11084931,3337580,309604,24603,2511,335.20975,32705.874103301,312978,366530,515745,1109534,21,644311,1377278,27585,24550.9792884,8194361,38,10.64,66.47,99.89,NA
2024-2025,Aug,27,RAJASTHAN,2719,SIROHI,4295883,199.076863410012,38,226,470.44884195,2727,0,6073,3256798,844963,71250,1040458,95449,57.15119,7011.13133795,84322,94061,143131,290171,339,196845,391688,8800,6483.531306,2751443,46,30.01,55.38,99.88,NA
2024-2025,Aug,27,RAJASTHAN,2726,UDAIPUR,8850019,212.437849197684,37,644,3976.834997908,12863,5,28936,8417510,278461,29012,6309355,554341,296.05791,22154.870107908,221607,264282,380008,779655,1729,564453,1142226,41799,17881.9772,6087284,61,22.8,40.51,99.85,NA
2024-2025,Aug,27,RAJASTHAN,2733,PRATAPGARH,7467591,206.368059401786,52,1279,2045.668993673,3743,1,37049,10895228,475281,22733,8457842,341171,75.20381,24605.143394673,209194,314335,251870,456497,15518,284521,509347,40792,22484.270591,6152208,73,41.89,29.09,98.93,NA
2024-2025,Aug,27,RAJASTHAN,2715,JODHPUR,6733084,208.45822293557,28,479,1908.692656491,1187,9,25472,5190549,1072210,163338,184320,31340,594.17041,13322.989272491,183899,212696,440678,909851,56,588717,1214015,26659,10820.126206,3900780,68,26.94,52.28,99.83,NA
2024-2025,Aug,27,RAJASTHAN,2721,AJMER,9998508,192.964269493682,33,924,2492.15819819,2493,1,16544,9559623,1463119,114326,290059,23442,144.64817,21083.46305649,284962,309837,411661,732691,8,488993,867959,19037,18446.6566883,7818300,20,29.3,49.54,99.91,NA
2024-2025,Aug,27,RAJASTHAN,2725,RAJSAMAND,6231741,207.539720024311,36,806,1268.955033964,1135,0,8865,4536251,877888,65354,699744,61395,142.78683,10826.264488964,123045,132352,199130,368139,105,249283,452833,10000,9414.522625,3896114,28,23.16,63.3,99.97,NA
2024-2025,Aug,27,RAJASTHAN,2728,BANSWARA,12534987,214.998004419613,35,2668,4454.890325967,5486,2,37596,9373218,358974,29546,7576889,625769,433.74861,25040.870585867,262996,385124,383526,767236,4841,426616,843245,43082,20152.2316499,5632908,53,51.82,26.85,99.94,NA
2024-2025,Aug,27,RAJASTHAN,2731,BARAN,2898091,209.365486250652,32,372,1046.700801619,1573,5,17948,3530422,773790,81877,977223,116051,157.26149,8595.447478619,108851,151413,178925,404046,327,272611,606709,19521,7391.485187,2143817,72,11.05,59.43,99.93,NA
2024-2025,Aug,27,RAJASTHAN,2707,BHARATPUR,2131411,209.132964436829,24,487,511.012594822,431,0,7232,1632391,454878,106879,22580,8198,92.3213,4017.201584322,67113,80081,177253,385622,2,378384,794907,7663,3413.8676895,1104668,42,12.95,47.43,99.87,NA
2024-2025,Aug,27,RAJASTHAN,2712,JAIPUR,2663971,205.612846320177,25,245,631.606544152,2195,16,8069,2167142,557593,106673,312785,60247,189.88244,5277.411334152,84752,89266,247347,444922,24,448456,803569,10264,4455.92235,1928995,36,24.48,59.32,99.9,NA
2024-2025,Aug,27,RAJASTHAN,2716,JAISALMER,2672931,236.822168708158,46,337,3802.601617354,2929,0,19906,4767594,809328,39957,301976,15575,113.70235,15207.023473354,101443,137845,145599,258949,72,164934,292029,22835,11290.719506,3168905,32,21.03,60.82,99.74,NA
2024-2025,Aug,27,RAJASTHAN,2719,SIROHI,4295883,201.559999124513,39,228,470.44884195,2765,0,6067,3380976,872975,71270,1079249,95475,75.35354,7360.49757795,85123,95083,143186,290297,403,196869,391765,8832,6814.695196,2855342,46,30.37,54.67,99.91,NA
2024-2025,Aug,27,RAJASTHAN,2724,BHILWARA,9319512,207.165615593791,32,1021,5788.149478011,2699,1,33663,11131610,2008383,149935,1399121,92624,342.06425,29191.082110011,346443,393226,476374,847881,41,530497,934976,36362,23060.868382,8751229,39,28.97,38.36,99.96,NA
2024-2025,Aug,27,RAJASTHAN,2701,SRI GANGANAGAR,3721242,176.104335428013,24,528,990.147177736,2520,0,13788,4161972,2427454,258799,10124,1476,93.51282,8413.073129036,169603,190135,260284,492931,19,320942,599225,16308,7329.4131313,2865828,43,67.24,3.84,100.03,NA
2024-2025,Aug,27,RAJASTHAN,2709,KARAULI,3436163,234.79744593254,26,206,2068.259068621,803,6,10588,1008000,252167,75118,231604,80892,113.51598,4548.533303621,38073,51308,171772,311979,4,252872,454486,11391,2366.758255,588663,41,28.72,55.58,100.96,NA
2024-2025,Aug,27,RAJASTHAN,2717,BARMER,15440670,271.561954852357,44,889,11633.0575965761,33007,0,99368,12556713,1872511,179054,722024,70790,472.8547,46205.1675845761,282410,447601,581571,1108890,1806,682049,1296253,132375,34099.255288,7132547,91,75.85,9.34,99.97,NA
2024-2025,Aug,27,RAJASTHAN,2720,PALI,5877674,182.702297077561,30,382,1083.48824975,2465,2,9874,4387945,1011834,138211,527925,56671,187.53791,9287.90246925,143544,154053,274960,601946,25,401398,864364,12339,8016.8763095,3708227,35,12.91,48.14,99.98,NA
2024-2025,Aug,27,RAJASTHAN,2729,CHITTORGARH,3787310,213.23788365396,36,312,864.432140308,1020,0,8074,3585425,746509,68745,805891,68776,110.50579,8620.422320308,98758,119535,177333,343403,69,285357,535157,9094,7645.48439,2735544,43,26.32,55.48,99.95,NA
2024-2025,Aug,27,RAJASTHAN,2712,JAIPUR,2663971,205.617919818517,24,224,629.806634152,2105,16,8120,2003056,506794,106492,279966,60097,157.47462,4905.923334152,81794,86044,247032,444274,10,448381,803411,10225,4118.64208,1780892,36,24.22,59.51,99.97,NA
2024-2025,Aug,27,RAJASTHAN,2713,SIKAR,2177255,239.824205210243,28,108,915.470926519,998,2,9508,1286466,495275,82683,64422,10503,64.55395,4065.281736319,44691,48873,121002,224005,8,296052,532115,10506,3085.2568598,976264,56,33.69,47.63,99.96,NA
2024-2025,Aug,27,RAJASTHAN,2716,JAISALMER,2672931,238.515226711997,42,317,3797.911427354,2858,0,19555,4102606,704335,39867,256803,15520,103.53465,13686.786079354,96544,129865,145150,258142,50,164733,291665,22413,9785.340002,2740123,31,21.23,60.56,99.83,NA
2024-2025,Aug,27,RAJASTHAN,2723,BUNDI,3152820,213.977499463102,28,350,478.605952548,1892,1,8759,2840390,569875,75279,760724,97190,69.10517,6625.506619548,98066,116538,165374,378431,41,243229,555657,10651,6077.79549700001,1943431,45,36.55,18.82,99.99,NA
2024-2025,Aug,27,RAJASTHAN,2727,DUNGARPUR,9487361,216.730901512569,47,5149,4721.862578691,3166,0,30395,14814469,392746,20792,11012842,522197,228.11155,37057.506346691,314954,411693,362906,720324,4503,407155,799226,33561,32107.532218,10647325,29,13.37,54.67,99.97,NA
2024-2025,Aug,27,RAJASTHAN,2732,JHALAWAR,6028981,229.685083807435,33,591,4688.55544751,5649,0,23150,6839071,1489363,125073,1113404,88142,205.90424,20602.78564551,205624,286922,313106,579716,8,358738,654505,28799,15708.325958,3885164,47,36.12,41.56,99.98,NA
2024-2025,Aug,27,RAJASTHAN,2733,PRATAPGARH,7467591,206.735833772814,50,1258,2045.668993673,3590,1,36872,10392933,458245,22704,8054765,340262,75.20381,23606.789494673,206757,309595,251160,455319,13596,284285,508875,40462,21485.916691,5886424,73,41.76,29.13,99.06,NA
2024-2025,April,27,RAJASTHAN,2702,HANUMANGARH,188140,20365.1220011703,7,3,73.70487,129,10,9791,3418,648,172984,9,1315,57.1731,826.95784,455,606,206781,432686,0,286535,593503,9920,696.07987,1770,31,42,12.09,100,NA
2024-2025,April,27,RAJASTHAN,2704,CHURU,654238,18118.5030248034,8,0,243.69873,149,24,15428,3306,1304,156823,62,4792,35.94812,878.64456,375,439,256341,512368,0,363877,716319,15577,598.99771,1857,58,76.77,19.85,100,NA
2024-2025,April,27,RAJASTHAN,2715,JODHPUR,1046442,6448.38248301154,6,10,478.49414,64,33,24700,18542,3884,162243,400,31180,92.44955,1766.60277,3062,3216,437378,904588,0,586768,1212018,24764,1195.65908,15151,69,10.95,78.42,100,NA
2024-2025,April,27,RAJASTHAN,2729,CHITTORGARH,735811,5255.03349690634,5,5,70.34726,118,21,7832,4687,705,66485,1667,67250,46.13186,362.78254,919,1026,171639,332336,0,283827,532207,7950,246.30342,3467,47,17.24,60.19,100,NA
2024-2025,April,27,RAJASTHAN,2716,JAISALMER,391778,0,0,0,357.0951,327,23,18559,0,0,39222,0,15251,25.56544,877.24059,0,0,142830,253480,0,162408,286999,18886,494.58005,0,32,0,0,0,NA
2024-2025,April,27,RAJASTHAN,2723,BUNDI,382840,109119.227610294,5,0,29.5748296,126,15,9368,272,62,73810,49,94382,26.99895,353.3780787,50,68,160539,368825,0,242418,555530,9494,296.8042991,145,48,0,0,100,NA
2024-2025,April,27,RAJASTHAN,2707,BHARATPUR,370746,3649.32468780019,9,1,30.91092,26,210,6903,2082,617,102525,155,7888,27.61766,134.50752,227,244,170355,370270,0,377365,792878,6929,75.97894,1336,43,2.31,68.28,100,NA
2024-2025,April,27,RAJASTHAN,2715,JODHPUR,1046442,2284.96090231116,8,17,478.49414,66,32,24704,54172,9838,162252,2707,31179,92.44955,1808.75271,6462,7115,437404,904599,0,586767,1211974,24770,1237.80902,41867,69,18.06,64.77,100,NA
2024-2025,April,27,RAJASTHAN,2716,JAISALMER,391778,20369.8537891269,17,2,357.0951,440,23,18463,2428,247,39223,26,15251,25.56544,877.24059,137,191,142829,253501,0,162420,287042,18903,494.58005,1466,32,10.97,0,0,NA
2024-2025,April,27,RAJASTHAN,2721,AJMER,1233091,1997.84986959973,6,6,453.74746,173,16,17706,26457,5194,114748,1327,23563,48.38318,1030.70178,4189,4500,408049,733240,0,488651,874833,17879,528.57114,20616,19,47.52,19.99,100,NA
2024-2025,April,27,RAJASTHAN,2731,BARAN,625366,2254.16573201289,11,2,64.61473,29,17,13783,8381,1146,79791,4092,111578,44.85872,298.39508,710,983,173169,391078,0,270531,602128,13812,188.92163,4726,64,17.02,27.29,100,NA
2024-2025,Oct,27,RAJASTHAN,2702,HANUMANGARH,4623968,209.741713303768,45,375,2396.243453496,4112,0,9729,7091743,3266157,175812,23648,1320,587.49519,17858.081914796,156950,174698,211960,442330,638,290165,599576,13841,14874.3432713,4795486,32,58.66,6.99,99.76,NA
2024-2025,Oct,27,RAJASTHAN,2707,BHARATPUR,2343424,215.060048831825,27,587,1056.995775622,1305,0,7227,2063818,542033,107367,26405,8247,223.87455,5719.318324222,76103,93216,178416,388192,50,378844,795988,8532,4438.4479986,1357392,42,13.94,44.08,99.89,NA
2024-2025,Oct,27,RAJASTHAN,2716,JAISALMER,3454870,238.528697283694,52,359,9734.96664518199,5907,0,17397,5761500,960896,40191,351082,15676,273.52121,23751.318749182,108756,149993,146547,260783,546,166333,294715,23304,13742.830894,3767179,32,22.13,56.08,99.72,NA
2024-2025,Oct,27,RAJASTHAN,2727,DUNGARPUR,10102875,218.363668697048,51,5273,14601.556485821,7586,0,28139,16506427,437931,20869,12254696,523587,432.73812,51078.334173821,319713,421908,363819,722242,8019,409159,803046,35725,36044.039568,11868726,31,14.78,52.71,99.98,NA
2024-2025,Oct,27,RAJASTHAN,2731,BARAN,3143662,212.860361555362,33,386,3271.799795711,3356,3,18079,3782270,805846,81949,1101076,116794,803.18495,12125.938342711,112100,157003,179501,405151,1455,274222,609602,21435,8050.953597,2265336,74,11.13,54.59,99.92,NA
2024-2025,Oct,27,RAJASTHAN,2709,KARAULI,3903344,237.800469885403,27,231,4884.947636593,3576,3,8647,1156665,294635,75260,254365,80844,331.47769,7966.980131593,41910,56677,172071,312400,8,253335,455085,12223,2750.554805,679704,42,26.32,54.31,100.65,NA
2024-2025,Oct,27,RAJASTHAN,2710,SAWAI MADHOPUR,2561211,203.980351396285,25,186,1276.687454186,3750,3,6479,1261311,303576,79847,282826,84637,505.85023,4355.364294186,50119,63545,165076,346932,41,265761,558657,10229,2572.82661,840986,72,32.63,44.46,99.93,NA
2024-2025,Oct,27,RAJASTHAN,2711,DAUSA,2047049,205.6333631595,25,154,944.549496893,851,4,6907,1131445,269652,49763,355495,71806,337.75891,3608.936812693,45133,51173,123919,231113,5,216321,388056,7758,2326.6284058,940668,53,21.49,59.63,99.79,NA
2024-2025,Oct,27,RAJASTHAN,2716,JAISALMER,3454870,238.605645536451,52,359,9734.96664518199,5883,0,17393,5760976,960742,40197,351082,15677,273.52121,23754.501829182,108744,149972,146546,260771,546,166229,294508,23276,13746.013974,3766962,32,22.1,56.16,99.73,NA
